PropertyType,Address,Description,Bedrooms,Bathrooms,Price GBP,Agent,Tel,Latitude,Longitude,geometry
Maisonette,"Neale Close, East Finchley N2",2 bed maisonette to rent,2.0,1.0,1625.0,"Marketed by Adam Hayes Estate Agents, East Finchley, N2",020 8022 6499,51.59093,-0.17882,POINT (-0.17882 51.59093)
Flat,"Church Road, London NW10",1 bed flat to rent,1.0,1.0,1250.0,"Marketed by Aspect, NW10",020 3478 3588,51.54247,-0.25426,POINT (-0.25426 51.54247)
Flat,"Salisbury Road, London, Harringey N4",1 bed flat to rent,1.0,1.0,1175.0,"Marketed by Hane Estate Agents, N8",020 3478 3163,51.58135,-0.0988,POINT (-0.0988 51.58135)
Flat,"Fenham Road, London SE15",2 bed flat to rent,2.0,1.0,1800.0,"Marketed by Acorn - Peckham Rye, SE15",020 3641 1654,51.47679,-0.06804,POINT (-0.06804 51.47679)
Flat,"Beauval Road, London SE22",1 bed flat to rent,1.0,1.0,1495.0,"Marketed by Hamptons - Dulwich Lettings, SE21",020 8128 4784,51.45263,-0.07886,POINT (-0.07886 51.45263)
Studio,"Fellows Road, London NW3",Studio to rent,1.0,1.0,1170.0,"Marketed by Property Divas Limited, NW3",020 8022 1188,51.54325,-0.1716,POINT (-0.1716 51.54325)
Flat,"Alfoxton Avenue, London N15",1 bed flat to rent,1.0,1.0,1300.0,"Marketed by Range Homes, N13",020 8022 5587,51.58723,-0.10086,POINT (-0.10086 51.58723)
Flat,"Hendon Lane, Finchley Church End N3",2 bed flat to rent,2.0,1.0,1343.0,"Marketed by Liv International, NW3",020 8115 4629,51.59841,-0.19899,POINT (-0.19899 51.59841)
Flat,"Holland Gardens, Brentford TW8",3 bed flat to rent,3.0,2.0,2250.0,"Marketed by Townends - Chiswick, W4",020 8033 3839,51.48749,-0.29488,POINT (-0.29488 51.48749)
Property,"Drakefield Road, London SW17",2 bed property to rent,2.0,1.0,2400.0,"Marketed by Aspire - Balham, SW12",020 8115 3724,51.43663,-0.15638,POINT (-0.15638 51.43663)
Property,"Fernhall Drive, Ilford IG4",Property to rent,,1.0,700.0,"Marketed by Property Link, IG1",020 3463 2540,51.57784,0.04833,POINT (0.04833 51.57784)
Flat,"Lisle Street, Chinatown, Soho WC2H",1 bed flat to rent,1.0,1.0,2058.0,"Marketed by Tavistock Bow, WC2E",020 3641 5439,51.51119,-0.13145,POINT (-0.13145 51.51119)
Terraced house,"Stoneleigh Avenue, Worcester Park KT4",3 bed terraced house to rent,3.0,1.0,1750.0,"Marketed by Connor Prince, KT4",020 3641 4991,51.37485,-0.24427,POINT (-0.24427 51.37485)
Flat,"Thackeray Court, Elystan Place SW3",1 bed flat to rent,1.0,1.0,1842.0,"Marketed by Douglas & Gordon - Chelsea, SW3",020 8115 3481,53.5708,-0.12708,POINT (-0.12708 53.5708)
Flat,"Holman Road, London SW11",2 bed flat to rent,2.0,2.0,2097.0,"Marketed by Dexters - Battersea, SW11",020 7350 1300,51.4705,-0.17687,POINT (-0.17687 51.4705)
Flat,"Hanger Vale Lane, Ealing W5",1 bed flat to rent,1.0,1.0,1995.0,"Marketed by Chris Anthony Estates, N7",020 8115 6978,51.51899,-0.29059,POINT (-0.29059 51.51899)
Flat,"Chatsworth Gardens, London W3",2 bed flat to rent,2.0,1.0,1798.0,"Marketed by Westways, W9",020 3463 2690,51.50864,-0.27588,POINT (-0.27588 51.50864)
Semi-detached house,"Bramshaw Rise, New Malden KT3",3 bed semi-detached house to rent,3.0,1.0,2500.0,"Marketed by Carringtons Property, KT2",020 3463 0305,51.39141,-0.25537,POINT (-0.25537 51.39141)
Flat,"Lily Close, St Paul's Court, London W14",1 bed flat to rent,1.0,1.0,1408.0,"Marketed by Tates, W14",020 3463 9522,51.50666,-0.29333,POINT (-0.29333 51.50666)
Flat,"The Forge, Upton Park E6",3 bed flat to rent,3.0,2.0,1825.0,"Marketed by Home-Made, SE1",020 8033 3965,51.5398,0.03197,POINT (0.03197 51.5398)
Flat,"Buxton Road, London E17",2 bed flat to rent,2.0,1.0,1550.0,"Marketed by Century 21 - Tottenham, N17",020 3589 0876,51.5828,-0.03166,POINT (-0.03166 51.5828)
Studio,"Talgarth Road, London W14",Studio to rent,1.0,1.0,1148.0,"Marketed by Broadway & West, W6",020 8022 3970,51.49113,-0.21994,POINT (-0.21994 51.49113)
Flat,"Wilmot Street, London E2",1 bed flat to rent,1.0,1.0,1350.0,"Marketed by Ellis & Co - Bethnal Green, E2",020 8115 4669,51.52453,-0.05945,POINT (-0.05945 51.52453)
Flat,"Millet Place, London E16",2 bed flat to rent,2.0,,1950.0,"Marketed by Ideal Flatmate, N5",020 3641 6746,51.51678,0.01176,POINT (0.01176 51.51678)
Flat,"Greenbank Court, Lanadron Close, Isleworth TW7",2 bed flat to rent,2.0,2.0,1450.0,"Marketed by Sab Estate Agent Ltd, W5",020 8115 8488,51.47488,-0.33524,POINT (-0.33524 51.47488)
Maisonette,"Northumberland Gardens, Isleworth TW7",2 bed maisonette to rent,2.0,1.0,1375.0,"Marketed by Oakhill, TW7",020 8128 1428,51.48148,-0.32927,POINT (-0.32927 51.48148)
Flat,"Borthwick Road, Stratford, London E15",2 bed flat to rent,2.0,2.0,1400.0,"Marketed by David Daniels, E15",020 3478 3360,51.55235,0.00752,POINT (0.00752 51.55235)
Flat,"Pelham Court, London SW3",2 bed flat to rent,2.0,1.0,3315.0,"Marketed by Maplewood Property, W1W",020 8128 0069,51.48913,-0.1573,POINT (-0.1573 51.48913)
Terraced house,"Bancroft Road, Stepney, London E1",4 bed terraced house to rent,4.0,1.0,3000.0,"Marketed by Keatons - Bow, E3",020 3478 3384,51.52616,-0.04492,POINT (-0.04492 51.52616)
Flat,"Tabard Street, London SE1",1 bed flat to rent,1.0,,1950.0,"Marketed by Black Katz - London Bridge & Clapham, SE1",020 3542 2170,51.50087,-0.09164,POINT (-0.09164 51.50087)
Semi-detached house,"Mortlake Road, Kew TW9",3 bed semi-detached house to rent,3.0,3.0,9000.0,"Marketed by Fine & Country - Richmond, TW9",020 3641 1527,51.47857,-0.28144,POINT (-0.28144 51.47857)
Flat,"Blendon Road, Bexley DA5",2 bed flat to rent,2.0,1.0,1150.0,"Marketed by Park Estates, DA5",01322 584393,51.44781,0.12578,POINT (0.12578 51.44781)
Flat,"Richmond Hill, Surrey TW10",3 bed flat to rent,3.0,2.0,3895.0,"Marketed by Fine & Country - Richmond, TW9",020 3641 1527,51.447329,-0.302934,POINT (-0.302934 51.447329)
Flat,"Sylvester Road, East Finchley N2",2 bed flat to rent,2.0,1.0,1700.0,"Marketed by Adam Hayes Estate Agents, East Finchley, N2",020 8022 6499,51.5987,-0.17328,POINT (-0.17328 51.5987)
Property,"Colindeep Lane, London NW9",3 bed property to rent,3.0,1.0,1950.0,"Marketed by Alpine, NW9",020 3478 3643,51.59115,-0.24329,POINT (-0.24329 51.59115)
Flat,"Cromwell Mews, London SW7",1 bed flat to rent,1.0,1.0,2383.0,"Marketed by JLL - Knightsbridge, SW3",020 3641 8646,51.49507,-0.17544,POINT (-0.17544 51.49507)
Terraced house,"Rawnsley Avenue, Mitcham CR4",3 bed terraced house to rent,3.0,2.0,1850.0,"Marketed by SW19 Estate Agents, SW19",020 8022 5923,51.39615,-0.17385,POINT (-0.17385 51.39615)
Flat,"Great Dover Street, London SE1",1 bed flat to rent,1.0,1.0,1560.0,"Marketed by Leonard Leese Ltd, SE1",020 8022 4971,51.49986,-0.0922,POINT (-0.0922 51.49986)
Flat,"12 Tyssen Street, London E8",1 bed flat to rent,1.0,1.0,1500.0,"Marketed by Purplebricks, Head Office, B90",024 7511 8873,51.54719,-0.07157,POINT (-0.07156999999999999 51.54719)
Studio,"Golders Green Road, London NW11",Studio to rent,1.0,1.0,950.0,"Marketed by Mile - Colindale, NW9",020 8115 8758,51.57995,-0.21005,POINT (-0.21005 51.57995)
Flat,"12 Baltimore Wharf, Canary Wharf, Canary Wharf, London E14",2 bed flat to rent,2.0,2.0,2600.0,"Marketed by LiFE Residential - Canary Wharf, E14",020 3463 0364,51.4972,-0.01574,POINT (-0.01574 51.4972)
Terraced house,"Wycliffe Road, London SW19",3 bed terraced house to rent,3.0,2.0,2500.0,"Marketed by SW19 Estate Agents, SW19",020 8022 5923,51.42091,-0.19103,POINT (-0.19103 51.42091)
Flat,"Vida House, Surrey Quays SE8, Unfurnished",1 bed flat to rent,1.0,1.0,1600.0,"Marketed by Way of Life Management Limited, W1U",0116 484 9387,51.49867,-0.04759,POINT (-0.04759 51.49867)
Flat,"Lant Street, London SE1",2 bed flat to rent,2.0,1.0,1733.0,"Marketed by Leonard Leese Ltd, SE1",020 8022 4971,51.50061,-0.09501,POINT (-0.09501 51.50061)
Semi-detached house,"Pollards Hill South, London SW16",4 bed semi-detached house to rent,4.0,3.0,2999.0,"Marketed by Douglas & Gordon - Streatham, SW6",020 8115 3455,51.40275,-0.12068,POINT (-0.12068 51.40275)
Terraced house,"Coleridge Road, Finsbury Park, London N4",3 bed terraced house to rent,3.0,1.0,2400.0,"Marketed by Capital Homes, N8",020 3463 7530,51.56223,-0.10914,POINT (-0.10914 51.56223)
Flat,"Friars Place Lane, Acton, London W3",1 bed flat to rent,1.0,,1447.0,"Marketed by Barnard Marcus - Chiswick, W4",020 8022 6193,51.51344,-0.25838,POINT (-0.25838 51.51344)
Flat,"Hill Street, London W1J",1 bed flat to rent,1.0,1.0,2903.0,"Marketed by ESON2, SW1X",020 8128 9341,51.50849,-0.14881,POINT (-0.14881 51.50849)
Semi-detached house,"Mayville Road, Ilford IG1",2 bed semi-detached house to rent,2.0,2.0,1550.0,"Marketed by Cliffords, IG1",020 8115 0589,51.55063,0.07415,POINT (0.07414999999999999 51.55063)
Semi-detached house,"Pelham Road, Ilford IG1",5 bed semi-detached house to rent,5.0,3.0,2000.0,"Marketed by Highcastle Estates, E15",020 8115 9985,51.56033,0.08933,POINT (0.08933000000000001 51.56033)
Shared accommodation,"Wards Wharf Approach, Pontoon Dock London E16",3 bed shared accommodation to rent,3.0,2.0,1995.0,"Marketed by Chisti & Co, IG1",020 8115 2117,51.51242,0.03777,POINT (0.03777 51.51242)
Flat,"Churchfield Road, London W3",2 bed flat to rent,2.0,1.0,1600.0,"Marketed by Go View London, W3",020 8022 1408,51.50875,-0.26689,POINT (-0.26689 51.50875)
Flat,"Park Street, London W1K",2 bed flat to rent,2.0,2.0,3683.0,"Marketed by Dexters - Mayfair, W1K",020 7590 9595,51.51088,-0.15463,POINT (-0.15463 51.51088)
Terraced house,"Howerd Way, Shooters Hill, London SE18",2 bed terraced house to rent,2.0,1.0,1500.0,"Marketed by Reeds Rains - Dartford, DA1",01322 352185,51.46998,0.06202,POINT (0.06202 51.46998)
Flat,"Harwood Road, London SW6",1 bed flat to rent,1.0,1.0,1547.0,"Marketed by Dexters - Fulham, SW6",020 7386 7386,51.47953,-0.19545,POINT (-0.19545 51.47953)
Flat,"Alfred Close, Chiswick, London W4",2 bed flat to rent,2.0,2.0,1651.0,"Marketed by Andrew Nunn & Associates, W4",020 8033 5816,51.49372,-0.26317,POINT (-0.26317 51.49372)
Flat,"Christchurch Road, London SW2",1 bed flat to rent,1.0,1.0,1100.0,"Marketed by Purplebricks, Head Office, B90",024 7511 8873,51.44081,-0.11248,POINT (-0.11248 51.44081)
Flat,"Elsley Road, London SW11",1 bed flat to rent,1.0,1.0,1600.0,"Marketed by Winkworth - Battersea, SW11",020 8115 7894,51.46722,-0.15452,POINT (-0.15452 51.46722)
Town house,"Quilter Street, London E2",3 bed town house to rent,3.0,1.0,3000.0,"Marketed by Purplebricks, Head Office, B90",024 7511 8873,51.52858,-0.06994,POINT (-0.06994 51.52858)
Flat,"Park Street, London W1K",2 bed flat to rent,2.0,2.0,3683.0,"Marketed by Wetherell, W1K",020 7529 5588,51.51088,-0.15463,POINT (-0.15463 51.51088)
Flat,"Empire Reach, 4 Dowells Street, London SE10",1 bed flat to rent,1.0,1.0,1625.0,"Marketed by LiFE Residential - Greenwich, SE10",020 3463 0317,51.48252,-0.01698,POINT (-0.01698 51.48252)
Flat,"Kensington Gate, Kensington, London W8",5 bed flat to rent,5.0,3.0,21450.0,"Marketed by Knight Frank - Kensington Lettings, W8",020 8128 0176,51.49933,-0.18274,POINT (-0.18274 51.49933)
Flat,"Tavistock Mansions, 49 St. Lukes Road, London W11",3 bed flat to rent,3.0,1.0,3012.0,"Marketed by Marsh & Parsons - North Kensington, W11",020 3463 2715,51.51954,-0.20267,POINT (-0.20267 51.51954)
Flat,"Linacre Road, Willesden Green, London NW2",2 bed flat to rent,2.0,1.0,1700.0,"Marketed by Upad, E1",0330 038 5349,51.54742,-0.22803,POINT (-0.22803 51.54742)
Flat,"Avondale Rise, London SE15",1 bed flat to rent,1.0,1.0,1700.0,"Marketed by The Online Letting Agents Ltd, IP22",01284 711020,51.46537,-0.07889,POINT (-0.07889 51.46537)
Flat,"Harley Street, London W1G",3 bed flat to rent,3.0,2.0,6717.0,"Marketed by Hamptons - Paddington Lettings, W2",020 7768 0212,51.52327,-0.14894,POINT (-0.14894 51.52327)
Flat,"Boydell Court, St Johns Wood Park NW8",2 bed flat to rent,2.0,2.0,13000.0,"Marketed by Legacy Property Consultants, NW3",020 7768 2955,51.54105,-0.17361,POINT (-0.17361 51.54105)
Flat,"Denbigh Road, London W13",1 bed flat to rent,1.0,1.0,1096.0,"Marketed by Robertson Smith & Kempson - Ealing, W5",020 8840 7885,51.51618,-0.31538,POINT (-0.31538 51.51618)
Flat,"Wandsworth Road, London SW8",2 bed flat to rent,2.0,1.0,1900.0,"Marketed by James Pendleton, Clapham Common & Brixton Office, SW4",020 3463 9560,51.46629,-0.15047,POINT (-0.15047 51.46629)
Flat,"Wandsworth Road, London SW8",2 bed flat to rent,2.0,1.0,2000.0,"Marketed by James Pendleton, Clapham Common & Brixton Office, SW4",020 3463 9560,51.46629,-0.15047,POINT (-0.15047 51.46629)
Flat,"Wandsworth Road, London SW8",2 bed flat to rent,2.0,2.0,2250.0,"Marketed by James Pendleton, Clapham Common & Brixton Office, SW4",020 3463 9560,51.46629,-0.15047,POINT (-0.15047 51.46629)
Flat,"South Norwood Hill, London SE25",1 bed flat to rent,1.0,1.0,1000.0,"Marketed by Key Property Consultants, SE20",020 8033 9289,51.41033,-0.08706,POINT (-0.08706 51.41033)
Flat,"Morshead Road, Maida Vale, London W9",3 bed flat to rent,3.0,2.0,3250.0,"Marketed by Parkes Estate Agents, W8",020 8033 3524,51.52788,-0.19083,POINT (-0.19083 51.52788)
Flat,"Avonmore Gardens, West Kensington W14",3 bed flat to rent,3.0,2.0,2492.0,"Marketed by Wilfords London Ltd, W8",020 3463 0403,51.49514,-0.20797,POINT (-0.20797 51.49514)
Room,"Gale Close, Mitcham CR4",Room to rent,1.0,1.0,575.0,"Marketed by Urbanhome, SW19",020 8033 8644,51.40236,-0.17773,POINT (-0.17773 51.40236)
Flat,"Woodlands Road, Isleworth TW7",1 bed flat to rent,1.0,1.0,1295.0,"Marketed by Dexters - Isleworth, TW7",020 8560 1717,51.47166,-0.33818,POINT (-0.33818 51.47166)
Flat,"Essex Road, Islington N1",1 bed flat to rent,1.0,1.0,1408.0,"Marketed by London Move, N1",020 3463 2522,40.79546,-73.73005,POINT (-73.73005000000001 40.79546)
Semi-detached house,"Chestnut Grove, New Malden KT3",4 bed semi-detached house to rent,4.0,2.0,3250.0,"Marketed by Groves Residential, KT3",020 3641 4176,51.40483,-0.26223,POINT (-0.26223 51.40483)
Flat,"The Gessner, Tottenham Hale N17, Furnished",1 bed flat to rent,1.0,1.0,1990.0,"Marketed by Way of Life Management Limited, W1U",0116 484 9387,51.58937,-0.06278,POINT (-0.06278 51.58937)
Flat,"The Gessner, Tottenham Hale N17, Furnished",3 bed flat to rent,3.0,2.0,2970.0,"Marketed by Way of Life Management Limited, W1U",0116 484 9387,51.58937,-0.06278,POINT (-0.06278 51.58937)
Flat,"Harwood Court, Putney SW15",1 bed flat to rent,1.0,1.0,1200.0,"Marketed by OpenRent, EC1N",020 3542 2178,55.95642,-4.76576,POINT (-4.76576 55.95642)
Flat,"Oval Road, London NW1",2 bed flat to rent,2.0,2.0,3575.0,"Marketed by RED Property Partnership, E8",020 3463 2543,51.53772,-0.14683,POINT (-0.14683 51.53772)
Studio,"Greenford Quay, Greenford UB6",Studio to rent,1.0,1.0,1338.0,"Marketed by Home-Made, SE1",020 8033 3965,51.52744,-0.353,POINT (-0.353 51.52744)
Semi-detached house,"Worple Road, Wimbledon SW19",3 bed semi-detached house to rent,3.0,3.0,2995.0,"Marketed by Jackson-Stops - Wimbledon, SW19",020 8879 0099,51.41539,-0.21906,POINT (-0.21906 51.41539)
Flat,"Creswell Drive, Park Langley, Beckenham BR3",2 bed flat to rent,2.0,2.0,2000.0,"Marketed by The Address, BR3",020 3641 4013,51.39198,-0.02021,POINT (-0.02021 51.39198)
Flat,"Bywell Place, Newham, London E16",2 bed flat to rent,2.0,2.0,1700.0,"Marketed by OpenRent, EC1N",020 3542 2178,51.51833,-0.13971,POINT (-0.13971 51.51833)
Mews house,"Sidney Grove, Angel, London EC1V",4 bed mews house to rent,4.0,2.0,4117.0,"Marketed by Zach Knightons, CM13",020 8033 2187,51.53056,-0.1027,POINT (-0.1027 51.53056)
Property,"Sidney Grove, Angel, London EC1V",5 bed property to rent,5.0,2.0,4052.0,"Marketed by Zach Knightons, CM13",020 8033 2187,51.53056,-0.1027,POINT (-0.1027 51.53056)
Maisonette,"Rosslyn Close, Hayes UB3",1 bed maisonette to rent,1.0,1.0,1100.0,"Marketed by OpenRent, EC1N",020 3542 2178,51.52359,-0.43482,POINT (-0.43482 51.52359)
Flat,"Lynton Road, London NW6",2 bed flat to rent,2.0,2.0,2225.0,"Marketed by OpenRent, EC1N",020 3542 2178,51.53614,-0.20198,POINT (-0.20198 51.53614)
Room,"Barker Drive, London NW1",Room to rent,1.0,1.0,875.0,"Marketed by OpenRent, EC1N",020 3542 2178,51.54047,-0.13507,POINT (-0.13507 51.54047)
Terraced house,"Chatham Road, London SW11",3 bed terraced house to rent,3.0,2.0,4750.0,"Marketed by OpenRent, EC1N",020 3542 2178,51.45499,-0.16233,POINT (-0.16233 51.45499)
Flat,"The Strata, London SE1",1 bed flat to rent,1.0,1.0,1799.0,"Marketed by OpenRent, EC1N",020 3542 2178,51.5037,-0.10619,POINT (-0.10619 51.5037)
Maisonette,"Kettering Street, London SW16",2 bed maisonette to rent,2.0,2.0,1450.0,"Marketed by OpenRent, EC1N",020 3542 2178,51.41903,-0.14526,POINT (-0.14526 51.41903)
Flat,"Major Draper Street, Woolwich, London SE18",1 bed flat to rent,1.0,1.0,1575.0,"Marketed by Foxtons - Woolwich, SE18",020 3641 4846,51.49302,0.07046,POINT (0.07045999999999999 51.49302)
Flat,"Wapping Lane, Wapping, London E1W",2 bed flat to rent,2.0,2.0,2492.0,"Marketed by Foxtons - Wapping, E1W",020 8128 0649,51.5067,-0.05861,POINT (-0.05861 51.5067)
Flat,"Sadler Close, Mitcham CR4",3 bed flat to rent,3.0,1.0,1600.0,"Marketed by Foxtons - Tooting, SW17",020 3641 6568,51.4068,-0.16647,POINT (-0.16647 51.4068)
Flat,"Malting Way, Isleworth TW7",1 bed flat to rent,1.0,1.0,1400.0,"Marketed by Foxtons - Richmond & Twickenham, TW1",020 3641 7863,51.46956,-0.33417,POINT (-0.33417 51.46956)
Flat,"Tavistock Road, Westbourne Park, London W11",1 bed flat to rent,1.0,1.0,1625.0,"Marketed by Foxtons - Notting Hill, W11",020 3641 8797,51.51716,-0.20316,POINT (-0.20316 51.51716)
Flat,"Millharbour, London E14",2 bed flat to rent,2.0,1.0,4781.0,"Marketed by Homelike Internet GmbH, W12",020 8115 2771,51.49833,-0.0181,POINT (-0.0181 51.49833)
Terraced house,"Aschurch Road, Croydon CR0",2 bed terraced house to rent,2.0,1.0,1400.0,"Marketed by Home Lets, CR7",020 3544 2552,51.38579,-0.07593,POINT (-0.07593 51.38579)
Flat,"Whiteadder Way, London E14",1 bed flat to rent,1.0,1.0,1550.0,"Marketed by OpenRent, EC1N",020 3542 2178,51.49164,-0.01699,POINT (-0.01699 51.49164)
Flat,"Brecon Lodge, West Drayton UB7",2 bed flat to rent,2.0,2.0,1400.0,"Marketed by OpenRent, EC1N",020 3542 2178,51.507,-0.4621,POINT (-0.4621 51.507)
Flat,"Scott Avenue, London SW15",1 bed flat to rent,1.0,1.0,1435.0,"Marketed by OpenRent, EC1N",020 3542 2178,51.45193,-0.20953,POINT (-0.20953 51.45193)
Room,"Long Lane, London SE1",Room to rent,1.0,1.0,750.0,"Marketed by OpenRent, EC1N",020 3542 2178,51.49854,-0.08379,POINT (-0.08379 51.49854)
Flat,"Poplar Grove, London N11",2 bed flat to rent,2.0,1.0,1400.0,"Marketed by OpenRent, EC1N",020 3542 2178,51.60852,-0.15252,POINT (-0.15252 51.60852)
Semi-detached house,"Great West Road, Hounslow TW5",3 bed semi-detached house to rent,3.0,1.0,2000.0,"Marketed by OpenRent, EC1N",020 3542 2178,51.47981,-0.36335,POINT (-0.36335 51.47981)
Flat,"Knowles Close, West Drayton UB7",1 bed flat to rent,1.0,1.0,925.0,"Marketed by OpenRent, EC1N",020 3542 2178,51.5109,-0.46953,POINT (-0.46953 51.5109)
Studio,"Old Park Ridings, London N21",Studio to rent,1.0,1.0,800.0,"Marketed by Elite Homes, EN1",020 8022 6106,51.64092,-0.09424,POINT (-0.09424 51.64092)
Flat,"Forge Square, London E14",2 bed flat to rent,2.0,2.0,1999.0,"Marketed by Luxury Living Homes International, WC2H",020 3641 0241,51.54502,-0.14882,POINT (-0.14882 51.54502)
Flat,"Percival Square, Harrow HA1",2 bed flat to rent,2.0,1.0,1650.0,"Marketed by Empire Chase, HA1",020 3478 2987,51.58524,-0.32796,POINT (-0.32796 51.58524)
Flat,"The Crest, London N13",1 bed flat to rent,1.0,1.0,1200.0,"Marketed by Elite Homes, EN1",020 8022 6106,51.61878,-0.10497,POINT (-0.10497 51.61878)
Maisonette,"Station Approach, Ruislip HA4",1 bed maisonette to rent,1.0,1.0,1099.0,"Marketed by Empire Chase, HA1",020 3478 2987,51.57189,-0.4213,POINT (-0.4213 51.57189)
Flat,"Cherry Court, Uxbridge Road, Pinner HA5",2 bed flat to rent,2.0,1.0,1350.0,"Marketed by Empire Chase, HA1",020 3478 2987,51.60286,-0.3848,POINT (-0.3848 51.60286)
Flat,"Hatton Road, 243 Ealing Road, Wembley HA0",2 bed flat to rent,2.0,2.0,1595.0,"Marketed by Empire Chase, HA1",020 3478 2987,51.53828,-0.29939,POINT (-0.29939 51.53828)
Flat,"Woodland Road, London N11",1 bed flat to rent,1.0,1.0,1100.0,"Marketed by Elite Homes, EN1",020 8022 6106,51.61521,-0.14176,POINT (-0.14176 51.61521)
Flat,"Nottingham Place, Marylebone W1U",2 bed flat to rent,2.0,1.0,4117.0,"Marketed by EMD Estates International Limited, W8",020 3641 9440,51.5207,-0.15302,POINT (-0.15302 51.5207)
Flat,"Duke Street, London W1K",1 bed flat to rent,1.0,2.0,7800.0,"Marketed by OpenRent, EC1N",020 3542 2178,51.50733,-0.13777,POINT (-0.13777 51.50733)
